Freq.	S11(v1)	S12(v1)	S21(v1)	S22(v1)
2.26986485188389e+007	(-3.67143706761053e+001dB,7.60078119856200e+001°)	(-2.98340647366411e-002dB,-8.14384132312059e-001°)	(-2.98340647366411e-002dB,-8.14384132312059e-001°)	(-3.67143706761049e+001dB,7.60078119856197e+001°)
2.29086765276784e+007	(-3.66376871084140e+001dB,7.60920202208443e+001°)	(-2.99074821328024e-002dB,-8.21913240070418e-001°)	(-2.99074821327985e-002dB,-8.21913240070418e-001°)	(-3.66376871084146e+001dB,7.60920202208444e+001°)
2.31206479017567e+007	(-3.65609575515703e+001dB,7.61754997905167e+001°)	(-2.99814655984116e-002dB,-8.29511913757188e-001°)	(-2.99814655984097e-002dB,-8.29511913757188e-001°)	(-3.65609575515696e+001dB,7.61754997905187e+001°)
2.33345806228108e+007	(-3.64841826752593e+001dB,7.62582542066339e+001°)	(-3.00560219657866e-002dB,-8.37180795316245e-001°)	(-3.00560219657895e-002dB,-8.37180795316245e-001°)	(-3.64841826752606e+001dB,7.62582542066300e+001°)
2.35504928389608e+007	(-3.64073631404406e+001dB,7.63402869696256e+001°)	(-3.01311581805154e-002dB,-8.44920532598349e-001°)	(-3.01311581805163e-002dB,-8.44920532598349e-001°)	(-3.64073631404405e+001dB,7.63402869696258e+001°)
2.37684028662495e+007	(-3.63304995993230e+001dB,7.64216015649809e+001°)	(-3.02068812967701e-002dB,-8.52731779413833e-001°)	(-3.02068812967653e-002dB,-8.52731779413832e-001°)	(-3.63304995993229e+001dB,7.64216015649818e+001°)
2.39883291901957e+007	(-3.62535926955431e+001dB,7.65022014648607e+001°)	(-3.02831984844303e-002dB,-8.60615195586386e-001°)	(-3.02831984844226e-002dB,-8.60615195586385e-001°)	(-3.62535926955426e+001dB,7.65022014648631e+001°)
2.42102904673625e+007	(-3.61766430642336e+001dB,7.65820901264079e+001°)	(-3.03601170284568e-002dB,-8.68571447009422e-001°)	(-3.03601170284559e-002dB,-8.68571447009422e-001°)	(-3.61766430642332e+001dB,7.65820901264094e+001°)
2.44343055269405e+007	(-3.60996513321244e+001dB,7.66612709915917e+001°)	(-3.04376443318389e-002dB,-8.76601205700278e-001°)	(-3.04376443318360e-002dB,-8.76601205700278e-001°)	(-3.60996513321252e+001dB,7.66612709915904e+001°)
2.46603933723442e+007	(-3.60226181176573e+001dB,7.67397474869562e+001°)	(-3.05157879183386e-002dB,-8.84705149856792e-001°)	(-3.05157879183444e-002dB,-8.84705149856793e-001°)	(-3.60226181176584e+001dB,7.67397474869536e+001°)
2.48885731828247e+007	(-3.59455440310618e+001dB,7.68175230226214e+001°)	(-3.05945554335074e-002dB,-8.92883963913424e-001°)	(-3.05945554335064e-002dB,-8.92883963913424e-001°)	(-3.59455440310618e+001dB,7.68175230226223e+001°)
2.51188643150966e+007	(-3.58684296744382e+001dB,7.68946009915617e+001°)	(-3.06739546461618e-002dB,-9.01138338597524e-001°)	(-3.06739546461599e-002dB,-9.01138338597524e-001°)	(-3.58684296744390e+001dB,7.68946009915621e+001°)
